CIK NUMBER,COMPANY NAME,REPORTING FILE NUMBER,ADDRESS1,ADDRESS2,CITY,STATE CODE,ZIP CODE
1471745,UNION GAMING SECURITIES LLC,868382,3930 HOWARD HUGHES PKWY STE 230,,LAS VEGAS,NV,89169
1471978,BCMS CAPITAL ADVISORS LLC,868386,747 3RD AVE FL 27,,NEW YORK,NY,10017
1471980,"CONCORDE INVESTMENT SERVICES, LLC",868388,19500 VICTOR PKWY,STE 550,LIVONIA,MI,48152
1472443,SOFI SECURITIES LLC,868389,234 1ST ST,STE 4700,SAN FRANCISCO,CA,94105
1472676,MOORGATE SECURITIES LLC,868393,1686 UNION ST,STE 307,SAN FRANCISCO,CA,94123
1473109,ABN AMRO SECURITIES (USA) LLC,868398,100 PARK AVE,FL 17,NEW YORK,NY,10017
1473697,"WR SECURITIES, LLC",868406,757 3RD AVE,FL 6,NEW YORK,NY,10017
1475313,"BRIDGE STREET SECURITIES, LLC",868428,535 MISSION ST,FL 14,SAN FRANCISCO,CA,94105
1475861,"CHAFFE SECURITIES, INC.",868433,201 SAINT CHARLES AVE,STE 1410,NEW ORLEANS,LA,70170
1476588,"CANNON SECURITIES, INC.",868437,649 S MILLEDGE AVE,STE 6,ATHENS,GA,30605
1477073,COOK PINE SECURITIES LLC,868444,2 SOUND VIEW DR,STE 2,GREENWICH,CT,6830
1477074,"ONE AMHERST PARTNERS, L.L.C.",868445,255 E BROWN ST STE 120,,BIRMINGHAM,MI,48009
1477338,FORTRESS CAPITAL FORMATION LLC,868449,1345 AVENUE OF THE AMERICAS FL 46,,NEW YORK,NY,10105
1478145,"LARSON FINANCIAL SECURITIES, LLC",868456,14567 NORTH OUTER 40 RD,STE 300,CHESTERFIELD,MO,63017
1478147,MICROVENTURE MARKETPLACE INC.,868458,11601 ALTERRA PKWY,STE 100,AUSTIN,TX,78758
1478226,"CREWE CAPITAL, LLC",868460,136 E SOUTH TEMPLE,STE 2440,SALT LAKE CTY,UT,84111
1478512,"WEALTHFORGE SECURITIES, LLC",868464,3015 MOORE ST,STE 102,RICHMOND,VA,23230
1478895,WOODSIDE CAPITAL SECURITIES LLC,868469,2650 BIRCH ST,STE 100,PALO ALTO,CA,94306
1480136,"CVCAPITAL SECURITIES, LLC",868474,505 HAMILTON AVE,STE 330,PALO ALTO,CA,94301
1480301,"EDGELINE CAPITAL, LLC.",868475,11726 SAN VICENTE BLVD,STE 610,LOS ANGELES,CA,90049
1480449,"GLOBALIST CAPITAL, LLC",868478,100 WILSHIRE BLVD,STE 750,SANTA MONICA,CA,90401
1480937,ATLAS TECHNOLOGY GROUP LLC,868480,50 FRANCISCO ST,STE 203,SAN FRANCISCO,CA,94133
1481875,"ASCENDIANT CAPITAL MARKETS, LLC",868487,4 PARK PLZ STE 1950,,IRVINE,CA,92614
1482026,"FWS RETIREMENT SERVICES, LLC",868491,1 CALIFORNIA ST STE 400,,SAN FRANCISCO,CA,94111
1482579,CLIENT ONE SECURITIES LLC,868494,6330 SPRINT PKWY STE 400,,OVERLAND PARK,KS,66211
1482939,"1851 SECURITIES, INC",868495,1 AMERICAN ROW,,HARTFORD,CT,6103
1483462,HENNEPIN PARTNERS LLC,868498,730 2ND AVE S,STE 285,MINNEAPOLIS,MN,55402
1484356,"PLEXUS FINANCIAL SERVICES, LLC",868504,21805 W FIELD PKWY STE 300,,DEER PARK,IL,60010
1484718,"KAPITALL GENERATION, LLC",868508,10816 CROWN COLONY DR,STE 204,AUSTIN,TX,78747
1486231,"SAYBRUS EQUITY SERVICES, LLC",868521,PO BOX 5056,,HARTFORD,CT,6102
1486350,"AMERICAN ELM DISTRIBUTION PARTNERS, LLC",868523,1 NEW HAMPSHIRE AVE,STE 125,PORTSMOUTH,NH,3801
1486675,RACE ROCK CAPITAL LLC,868528,7 WAINWRIGHT RD,UNIT 99,WINCHESTER,MA,1890
1488053,"CC SECURITIES, LLC",868546,3 LANDMARK SQ,FL 5,STAMFORD,CT,6901
1488054,"CASSEL SALPETER & CO., LLC",868547,801 BRICKELL AVE,STE 1900,MIAMI,FL,33131
1488377,INDEPENDENT BROKERAGE SOLUTIONS LLC,868549,485 MADISON AVE,FL 15,NEW YORK,NY,10022
1488379,"STONELIVING SECURITIES, LLC",868551,443 N CLARK ST STE 200,,CHICAGO,IL,60654
1488465,"TCC SECURITIES, LLC",868553,135 S LA SALLE ST,STE 2130,CHICAGO,IL,60603
1488543,"GLCA SECURITIES, LLC",868557,600 LEXINGTON AVE,FL 9,NEW YORK,NY,10022
1489070,"CIGNA BENEFITS FINANCING, INC.",868563,900 COTTAGE GROVE RD,BLDG A4COL,BLOOMFIELD,CT,6002
1490301,EIGHT PINES SECURITIES LLC,868571,909 FANNIN ST,STE 4000,HOUSTON,TX,77010
1490302,"CILLIAN HOLDINGS, LLC",868572,535 5TH AVE FL 4,,NEW YORK,NY,10017
1490504,BEXIL SECURITIES LLC,868574,3814 ROUTE 44,,MILLBROOK,NY,12545
1490969,"QUADRIGA SECURITIES, LLC",868580,200 COLUMBINE ST STE 200,,DENVER,CO,80206
1491529,"7M SECURITIES, LLC",868587,508 W 5TH ST,STE 225,CHARLOTTE,NC,28202
1491641,SILICON VALLEY PARTNERS LLC,868589,5031 E DESERT JEWEL DR,,PARADISE VLY,AZ,85253
1491642,"QUANTRIVER FINANCIAL, LLC",868590,6430 PLANTATION PARK CT,STE 310,FORT MYERS,FL,33966
1491897,ARTIST CAPITAL LLC,868598,20 W 55TH ST,FL 11,NEW YORK,NY,10019
1492911,"INDEPENDENT INVESTMENT BANKERS, CORP.",868609,2900 N QUINLAN PARK RD,STE 240,AUSTIN,TX,78732
1492913,SPAREBANK 1 CAPITAL MARKETS INC.,868611,2911 TURTLE CREEK BLVD,STE 300,DALLAS,TX,75219
1493431,"SIGNET SECURITIES, LLC",868615,250 CIVIC CENTER DR STE 300,,COLUMBUS,OH,43215
1493525,"STONEPINE ADVISORS, LLC",868618,9151 E HARVARD AVE,STE 104,DENVER,CO,80231
1493619,"LCT CAPITAL, LLC",868620,80 PASCAL LN,STE 320,AUSTIN,TX,78746
1493868,BLACKARCH SECURITIES LLC,868621,227 W TRADE ST,STE 2200,CHARLOTTE,NC,28202
1494204,"NORTH INLET ADVISORS, LLC",868624,2115 REXFORD RD,STE 224,CHARLOTTE,NC,28211
1494443,"MSEC, LLC",868627,5700 W 112TH ST,STE 500,OVERLAND PARK,KS,66211
1494444,"MINISTRY PARTNERS SECURITIES, LLC",868628,21860 BURBANK BLVD STE 150,,WOODLAND HLS,CA,91367
1494658,"MORGAN CREEK CAPITAL DISTRIBUTORS, LLC",868631,301 W BARBEE CHAPEL RD,STE 200,CHAPEL HILL,NC,27517
1494659,"CHAPWOOD SECURITIES, INC.",868632,4965 PRESTON PARK BLVD,STE 100,PLANO,TX,75093
1495485,"T3 TRADING GROUP, LLC",868639,1 STATE ST,FL 10,NEW YORK,NY,10004
1495896,"TOURMALINE PARTNERS, LLC",868644,680 WASHINGTON BLVD,FL 10,STAMFORD,CT,6901
1495902,CAIS CAPITAL LLC,868646,527 MADISON AVE,FRNT 2,NEW YORK,NY,10022
1496269,NORTH CAPITAL PRIVATE SECURITIES CORPORATION,868648,623 E FORT UNION BLVD,STE 101,MIDVALE,UT,84047
1497099,"GM SECURITIES, LLC",868655,833 E MICHIGAN ST STE 1420,,MILWAUKEE,WI,53202
1497226,BMI CAPITAL INTERNATIONAL LLC,868658,521 5TH AVE,FL 35,NEW YORK,NY,10175
1497227,"HANNON ARMSTRONG SECURITIES, LLC",868659,1906 TOWNE CENTRE BLVD,UNIT 370,ANNAPOLIS,MD,21401
1497229,"BOWNE PARK CAPITAL, INC.",868661,18914 CROCHERON AVE,APT 305,FLUSHING,NY,11358
1497307,"CROSSTREE CAPITAL SECURITIES, LLC",868662,2701 N ROCKY POINT DR,STE 925,TAMPA,FL,33607
1497721,HEDGESERV INVESTMENT SERVICES LLC,868668,8081 ARCO CORPORATE DR,STE 100,RALEIGH,NC,27617
1498193,"COMMONWEALTH ADVISORS, INC.",868673,1017 MUMMA RD STE 302,,LEMOYNE,PA,17043
1498307,INTREPID INVESTMENT BANKERS LLC,868674,11755 WILSHIRE BLVD STE 2200,,LOS ANGELES,CA,90025
1498570,"HEADLANDS TECH GLOBAL MARKETS, LLC",868677,71 S WACKER DR,STE 2940,CHICAGO,IL,60606
1499061,"AUGEO ADVISORS, LLC",868679,10940 WILSHIRE BLVD,FL 16,LOS ANGELES,CA,90024
1499417,"MCDERMOTT INVESTMENT SERVICES, LLC",868683,PO BOX 1889,,BETHLEHEM,PA,18016
1500185,"CARR, RIGGS & INGRAM CAPITAL ADVISORS, L.L.C.",868689,7035 HALCYON PARK DR,STE 307,MONTGOMERY,AL,36117
1500531,"MBS CAPITAL MARKETS, LLC",868690,3414 W BAY TO BAY BLVD STE 300,,TAMPA,FL,33629
1501159,CAPULENT LLC,868699,4144 N 44TH ST,STE 3,PHOENIX,AZ,85018
1501253,"SIERRA PACIFIC SECURITIES, LLC",868700,10100 W CHARLESTON BLVD,STE 214,LAS VEGAS,NV,89135
1501684,ECHELON CAPITAL,868705,1500 ROSECRANS AVE,STE 416,MANHATTAN BCH,CA,90266
1502184,"CENTRAL STATES CAPITAL MARKETS, LLC",868711,4200 W 83RD ST,STE 101,PRAIRIE VLG,KS,66208
1502862,"BELLMARK PARTNERS, LLC",868714,75 CENTRAL ST,STE 4,BOSTON,MA,2109
1503344,UNITED FIRST PARTNERS LLC,868718,3 COLUMBUS CIR,STE 1730,NEW YORK,NY,10019
1503345,"WINTOUR & COMPANY, INC.",868719,213 FULTON ST,,WESTBURY,NY,11590
1503999,"EQUILIBRIUM CAPITAL SERVICES, LLC",868722,411 NW PARK AVE STE 401,,PORTLAND,OR,97209
1504000,"TC2000 BROKERAGE, INC.",868723,PO BOX 1140,,WILMINGTON,NC,28402
1504259,SHERMAN & COMPANY LLC,868725,6302 FAIRVIEW RD STE 320,,CHARLOTTE,NC,28210
1504360,"LINCOLN DOUGLAS INVESTMENTS, LLC",868728,135 S MAIN ST,,MOUNT VERNON,OH,43050
1504665,"DFPG INVESTMENTS, LLC",868730,9017 S RIVERSIDE DR,STE 210,SANDY,UT,84070
1504666,FULCRUM CAPITAL MARKETS LLC,868731,111 CONGRESS AVE,STE 2550,AUSTIN,TX,78701
1505925,"EXEMPLAR CAPITAL, LLC",868740,10 POST OFFICE SQ,FL 8,BOSTON,MA,2109
1506347,"APTO PARTNERS, LLC",868746,5 COLD HILL RD S,STE 11,MENDHAM,NJ,7945
1507076,VALKYRIE EQUITIES CORPORATION,868754,14455 WEBB CHAPEL RD,STE 201,DALLAS,TX,75234
1507414,"ANDBANC BROKERAGE, LLC",868759,201 S BISCAYNE BLVD STE 1210,,MIAMI,FL,33131
1507736,RB INTERNATIONAL MARKETS (USA) LLC,868761,1177 AVENUE OF THE AMERICAS FL 5,,NEW YORK,NY,10036
1507737,"HOULIHAN CAPITAL, LLC",868762,200 W MADISON ST STE 2150,,CHICAGO,IL,60606
1507990,"SUSTAINABLE DEVELOPMENT CAPITAL, LLC",868765,60 E 42ND ST,STE 1100,NEW YORK,NY,10165
1509399,"KAYAN SECURITIES, INC.",868770,3460 WILSHIRE BLVD STE 1110,,LOS ANGELES,CA,90010
1509401,"STOCKPILE INVESTMENTS, INC.",868772,548 MARKET ST,STE 200 PMB 61216,SAN FRANCISCO,CA,94104
1509694,"MARIVA CAPITAL MARKETS, LLC",868774,150 SE 2ND AVE,PH 3,MIAMI,FL,33131
1510081,"NLCG DISTRIBUTORS, LLC",868781,2323 N 30TH ST,STE 201,TACOMA,WA,98403
1510683,PUNDION LLC,868784,230 PARK AVE FL 3,,NEW YORK,NY,10169
1510785,"PHILPOTT BALL & WERNER, LLC",868785,11325 N COMMUNITY HOUSE RD,STE 430,CHARLOTTE,NC,28277
1510900,EULAV SECURITIES LLC,868789,7 TIMES SQ,STE 1606,NEW YORK,NY,10036
1511008,PALAZZO SECURITIES LLC,868792,145 W 57TH ST,FL 17,NEW YORK,NY,10019
1511227,SMI CAPITAL MARKETS LLC,868794,12715 NE 36TH ST,,BELLEVUE,WA,98005
1511342,"SIENA GLOBAL SECURITIES, LLC",868797,2992 BURDECK DR,,OAKLAND,CA,94602
1511838,"BUILDER ADVISOR GROUP, LLC",868801,770 TAMALPAIS DR,STE 401B,CORTE MADERA,CA,94925
1513077,INCAPITAL DISTRIBUTORS LLC,868814,200 S WACKER DR STE 3400,,CHICAGO,IL,60606
1513552,SHELTER ROCK CAPITAL GROUP LLC,868818,34 ROCKWOOD RD,STE 1970,PLANDOME,NY,11030
1514067,BERENBERG CAPITAL MARKETS LLC,868821,1251 AVENUE OF THE AMERICAS,FL 53,NEW YORK,NY,10020
1515119,"PEAK BROKERAGE SERVICES, LLC",868829,1070 E INDIANTOWN RD,STE 208,JUPITER,FL,33477
1515245,FOG EQUITIES LLC,868831,209 S LA SALLE ST,STE 502,CHICAGO,IL,60604
1515901,"PEAKSTONE SECURITIES, LLC",868835,550 W VAN BUREN ST,STE 1460,CHICAGO,IL,60607
1517071,"DCCA SECURITIES, LLC",868847,307 N GATEWAY BLVD,,PHOENIX,AZ,85008
1517279,"MARSHBERRY CAPITAL, INC.",868848,28601 CHAGRIN BLVD,STE 400,WOODMERE,OH,44122
1517911,"VISTA POINT ADVISORS, LLC",868852,555 MISSION ST,STE 2650,SAN FRANCISCO,CA,94105
1518026,"TORINO CAPITAL, LLC",868855,733 3RD AVE,FL 15,NEW YORK,NY,10017
1518365,"LASALLE INVESTMENT MANAGEMENT DISTRIBUTORS, LLC",868856,333 W WACKER DR,STE 2300,CHICAGO,IL,60606
1518468,ANUBIS SECURITIES LLC,868859,717 5TH AVE FL 18,,NEW YORK,NY,10022
1520317,BENTALLGREENOAK REAL ESTATE US LLC,868869,399 PARK AVE,FL 18,NEW YORK,NY,10022
1522643,"CITIC SECURITIES INTERNATIONAL USA, LLC",868887,1301 AVENUE OF THE AMERICAS,FL 15,NEW YORK,NY,10019
1523182,JLT CAPITAL PARTNERS LLC,868892,3266 QUILCENE LN,,NAPLES,FL,34114
1523498,"MONTMINY SECURITIES, LLC",868893,201 SANTA MONICA BLVD,STE 480,SANTA MONICA,CA,90401
1523499,"SUNDIAL GROUP, LLC",868894,450 E LAS OLAS BLVD,STE 850,FT LAUDERDALE,FL,33301
1523725,BRIDGEWOOD ADVISORS INC.,868896,126 N JEFFERSON ST STE 330,,MILWAUKEE,WI,53202
1523726,"FGC SECURITIES, LLC",868897,11 BROADWAY STE 615,,NEW YORK,NY,10004
1523799,SQUARE GLOBAL U.S. LLC,868899,420 LEXINGTON AVE,RM 300,NEW YORK,NY,10170
1524664,"CANAM INVESTOR SERVICES, LLC",868904,48 WALL ST,FL 24,NEW YORK,NY,10005
1524665,"SAMMONS FINANCIAL NETWORK, LLC",868905,8300 MILLS CIVIC PKWY,,WDM,IA,50266
1525171,BOREAL CAPITAL SECURITIES LLC,868910,1450 BRICKELL AVE STE 2900,,MIAMI,FL,33131
1525298,"GORDIAN INVESTMENTS, LLC",868911,3738 MT DIABLO BLVD,STE 301,LAFAYETTE,CA,94549
1525505,"WAYPOINT SECURITIES, LLC",868913,1390 ARMAGH LN,STE 201,SUN PRAIRIE,WI,53590
1526229,"THREADSTONE CAPITAL, LLC",868915,477 MADISON AVE FL 18,,NEW YORK,NY,10022
1526645,M2O PRIVATE FUND ADVISORS LLC,868917,1 N LEXINGTON AVE,STE 500,WHITE PLAINS,NY,10601
1526646,"COHNREZNICK CAPITAL MARKETS SECURITIES, LLC",868918,420 LEXINGTON AVE,RM 2533,NEW YORK,NY,10170
1527309,"RJL CAPITAL GROUP, LLC",868924,9171 WILSHIRE BLVD,STE 500,BEVERLY HILLS,CA,90210
1527381,"I(X) SECURITIES, LLC",868928,216 E 45TH ST,RM 1302,NEW YORK,NY,10017
1527877,"ANICO FINANCIAL SERVICES, INC.",868938,1 MOODY PLZ STE 1423,,GALVESTON,TX,77550
1528130,SOLIC CAPITAL LLC,868942,1603 ORRINGTON AVE STE 1600,,EVANSTON,IL,60201
1528197,ELMCORE SECURITIES LLC,868946,500 W MADISON ST STE 1000,,CHICAGO,IL,60661
1528388,"METRONOME SECURITIES, LLC",868947,200 W MADISON ST,STE 2040,CHICAGO,IL,60606
1528463,"ARCHER DISTRIBUTORS, LLC",868951,6100 CHEVY CHASE DR STE 100,,LAUREL,MD,20707
1528841,"TGP SECURITIES, INC.",868955,6 GLENDALE RD,STE 1510,SUMMIT,NJ,7901
1529090,AKUNA SECURITIES LLC,868957,333 S WABASH AVE,STE 2600,CHICAGO,IL,60604
1529989,"POLYGON CAPITAL ADVISORS, LLC",868965,15 2ND ST APT 9,,SAUSALITO,CA,94965
1530263,"KITTLE CAPITAL MARKETS, LLC",868967,310 E 96TH ST,STE 400,INDIANAPOLIS,IN,46240
1530264,SURYA CAPITALE SECURITIES LLC,868968,55 WALL ST APT 530B,,NEW YORK,NY,10005
1531072,"CARLETON MCKENNA ADVISORS, LLC",868971,1801 E 9TH ST STE 1425,,CLEVELAND,OH,44114
1531257,"MYSTIC CAPITAL MARKETS GROUP, LLC",868974,165 MADISON AVE RM 402,,NEW YORK,NY,10016
1531593,CLEAR STREET MARKETS LLC,868977,1 EXCHANGE PLZ,STE 2102,NEW YORK,NY,10006
1531594,KISKI SECURITIES LLC,868978,1330 AVENUE OF THE AMERICAS,STE 23A,NEW YORK,NY,10019
1532332,"KSG ADVISORS, LLC",868979,390 N BROADWAY,FL 3,JERICHO,NY,11753
1532334,"CLASSIC, LLC",868981,1220 28TH AVE N,,FARGO,ND,58102
1533316,"FENIX SECURITIES, LLC",868988,1 WORLD TRADE CTR FL 85,,NEW YORK,NY,10007
1533318,REGIONS SECURITIES LLC,868990,1180 W PEACHTREE ST NW,STE 1400,ATLANTA,GA,30309
1533419,OLDFIELD CAPITAL GROUP LIMITED LIABILITY COMPANY,868991,7 PENN PLZ,STE 810,NEW YORK,NY,10001
1533880,"SIGULER GUFF GLOBAL MARKETS, LLC",868996,200 PARK AVE FL 23,,NEW YORK,NY,10166
1534667,"FIRST CRAFT SECURITIES, LLC",869006,PO BOX 901,SUITE 350,ST MICHAELS,MD,21663
1534760,CABOT LODGE SECURITIES LLC,869009,200 VESEY ST,FL 24,NEW YORK,NY,10281
1534871,"MCNALLY CAPITAL SECURITIES, LLC",869010,151 N FRANKLIN ST,STE 2650,CHICAGO,IL,60606
1534874,"MATRIX 360 DISTRIBUTORS, LLC",869013,4300 SHAWNEE MISSION PKWY STE 100,,FAIRWAY,KS,66205
1535093,JOSEPH STONE CAPITAL L.L.C.,869014,200 OLD COUNTRY RD,STE 610,MINEOLA,NY,11501
1536448,"BENCHMARK SECURITIES, LLC",869024,250 S PARK AVE,STE 380,WINTER PARK,FL,32789
1537583,WAVECREST SECURITIES LLC,869029,205 POWELL PL,# 9,BRENTWOOD,TN,37027
1537999,THIRD SEVEN CAPITAL LLC,869032,1345 AVENUE OF THE AMERICAS,FL 33,NEW YORK,NY,10105
1538971,NCG SECURITIES LLC,869033,12 BROAD ST STE 5,,RED BANK,NJ,7701
1539379,"NETREX CAPITAL MARKETS, LLC",869037,270 S SERVICE RD,STE 45,MELVILLE,NY,11747
1540527,E D & F MAN CAPITAL MARKETS INC.,869039,140 E 45TH ST,FL 10,NEW YORK,NY,10017
1542277,BDA ADVISORS INC.,869049,1270 AVENUE OF THE AMERICAS STE 2901,,NEW YORK,NY,10020
1542278,CRITO CAPITAL LLC,869050,8 WRIGHT ST,STE 107,WESTPORT,CT,6880
1543192,SAGEWORKS CAPITAL LLC,869058,252 BRADLEY CT,# 7,HOLLAND,PA,18966
1544541,AVALON WEALTH MANAGEMENT LLC,869066,2929 ALLEN PKWY STE 3000,,HOUSTON,TX,77019
1545099,MCG SECURITIES LLC,869068,37 WEST AVE,STE 301,WAYNE,PA,19087
1546132,"HARKEN CAPITAL SECURITIES, LLC",869077,16 ANN VINAL RD,,SCITUATE,MA,2066
1546583,"RENAISSANCE MACRO SECURITIES, LLC",869079,116 E 16TH ST FL 12,,NEW YORK,NY,10003
1547179,MORGAN PARTNERS LLC,869082,100 WORCESTER ST,STE 202,WELLESLEY HLS,MA,2481
1548059,"TCFG WEALTH MANAGEMENT, LLC",869089,28202 CABOT RD STE 300,,LAGUNA NIGUEL,CA,92677
1549519,"OCEAN FINANCIAL SERVICES, LLC",869092,780 NW 42ND AVE STE 621,,MIAMI,FL,33126
1549994,OMAC BEVERAGE SECURITIES LLC,869096,305 W WIEUCA RD NE,,ATLANTA,GA,30342
1550366,LIONTREE ADVISORS LLC,869097,745 5TH AVE,FL 15,NEW YORK,NY,10151
1550820,"LAKE STREET CAPITAL MARKETS, LLC",869101,920 2ND AVE S,STE 700,MINNEAPOLIS,MN,55402
1550920,CORSAIR ADVISORS LLC,869103,717 5TH AVE,FL 24,NEW YORK,NY,10022
1551017,TD PRIVATE CLIENT WEALTH LLC,869105,1 VANDERBILT AVE FL 22,,NEW YORK,NY,10017
1552329,"COMMENDA SECURITIES, LLC",869111,1300 E 86TH ST,STE 14,INDIANAPOLIS,IN,46240
1553932,ADVANCED STRATEGIES BROKER DEALER LLC,869118,1308 DALLAS RD,,CHATTANOOGA,TN,37405
1554355,COIT CAPITAL SECURITIES LLC,869122,238 FRANCISCO ST,STE 610,SAN FRANCISCO,CA,94133
1554356,"MBS SOURCE ETRADING, INC.",869123,9725 SE 36TH ST STE 202,,MERCER ISLAND,WA,98040
1554548,"PROPEL ADVISORY GROUP, INC.",869124,2215 IXORA AVE,,SARASOTA,FL,34234
1554646,"NEXPOINT SECURITIES, INC.",869128,200 CRESCENT CT STE 700,,DALLAS,TX,75201
1554724,"OTCEX, LLC",869129,608 5TH AVE,STE 602,NEW YORK,NY,10020
1554725,LA HONDA ADVISORS LLC,869130,83 MARYMONT AVE,,ATHERTON,CA,94027
1554726,EUROLINK SECURITIES LLC,869131,1 RADISSON PLZ,STE 701,NEW ROCHELLE,NY,10801
1554729,"REHMANN FINANCIAL NETWORK, LLC",869134,4086 LEGACY PKWY,,LANSING,MI,48911
1554811,"LUMOS PARTNERS, LLC",869141,309 RAY ST,STE 101,PLEASANTON,CA,94566
1554887,EVERGREEN ADVISORS CAPITAL LLC,869143,9256 BENDIX RD STE 300,,COLUMBIA,MD,21045
1555832,"FALCON SQUARE CAPITAL, LLC",869147,3701 LAKE BOONE TRL,STE 100,RALEIGH,NC,27607
1557131,"KPG CAPITAL PARTNERS, LLC",869158,2078 PROSPECTOR AVE,STE 11,PARK CITY,UT,84060
1557795,JD MERIT SECURITIES,869162,3312 ROSEDALE ST,STE 204,GIG HARBOR,WA,98335
1558345,"CLSA AMERICAS, LLC",869166,1301 AVENUE OF THE AMERICAS FL 15,,NEW YORK,NY,10019
1558692,MARATHON TRADING GROUP LLC,869169,100 W MATSONFORD RD BLDG 2,STE 107,WAYNE,PA,19087
1558696,SEEDCHANGE EXECUTION SERVICES INC.,869173,1355 MARKET ST,STE 488,SAN FRANCISCO,CA,94103
1559005,"FNC AG STOCK, LLC",869177,4050 GARDENVIEW DR STE 103,,GRAND FORKS,ND,58201
1559521,"BIG SKY ENERGY CAPITAL, LLC",869179,PO BOX 368192,SUITE 423,BONITA SPGS,FL,34136
1559837,"PUBLIC BROKERS, LLC",869181,623 E FORT UNION BLVD,STE 101,MIDVALE,UT,84047
1560167,"LION STREET FINANCIAL, LLC",869183,515 CONGRESS AVE,STE 2500,AUSTIN,TX,78701
1561014,"ROBINHOOD FINANCIAL, LLC",869188,650 S TRYON ST,STE 900,CHARLOTTE,NC,28202
1561729,BARDI CO. LLC,869190,633 W 5TH ST,FL 28,LOS ANGELES,CA,90071
1563234,CHINA RENAISSANCE SECURITIES (US) INC.,869197,600 5TH AVE,FL 21,NEW YORK,NY,10020
1563236,"APPLIED CAPITAL, LLC",869199,1 INDIANA SQ,STE 2252,INDIANAPOLIS,IN,46204
1563344,"IFM (US) SECURITIES, LLC",869201,114 W 47TH ST,FL 19,NEW YORK,NY,10036
1563961,"CLARION PARTNERS SECURITIES, LLC",869204,230 PARK AVE,FL 12,NEW YORK,NY,10169
1564204,DIGITAL OFFERING LLC,869206,1461 GLENNEYRE ST,STE D,LAGUNA BEACH,CA,92651
1564206,NOMURA GLOBAL FINANCIAL PRODUCTS INC.,869208,309 W 49TH ST,WORLDWIDE PLAZA,NEW YORK,NY,10019
1564591,"DECKER & CO, LLC",869211,700 EL CAMINO REAL,STE 120,MENLO PARK,CA,94025
1564592,"FIRST HILL SECURITIES, LLC",869212,6800 S DAWSON CIR STE 127,,CENTENNIAL,CO,80112
1564678,"VYGR DIGITAL SECURITIES, LLC",869213,590 39TH ST,# 4N11,SACRAMENTO,CA,95816
1564913,"SENAHILL SECURITIES, LLC",869215,115 BROADWAY,FL 5,NEW YORK,NY,10006
1565138,ACCORD CAPITAL PARTNERS LLC,869217,240 STOCKTON ST,FL 7,SAN FRANCISCO,CA,94108
1565380,SEPULVEDA DISTRIBUTORS LLC,869221,11100 SANTA MONICA BLVD STE 2000,,LOS ANGELES,CA,90025
1566745,"HEIKKINEN ENERGY SECURITIES, LLC",869224,3200 KIRBY DR,STE 800,HOUSTON,TX,77098
1567191,"303 ALTERNATIVES, LLC",869225,401 W SUPERIOR ST,STE 101,CHICAGO,IL,60654
1567956,EPIC CAPITAL SECURITIES CORP,869229,1951 NW 19TH ST,STE 203,BOCA RATON,FL,33431
1568897,"TOP CAPITAL ADVISORS, INC.",869234,3620 KENSLEY DR,,INGLEWOOD,CA,90305
1569299,AARDVARK SECURITIES LLC,869235,550 W JACKSON BLVD,STE 1300,CHICAGO,IL,60661
1569587,HURON TRANSACTION ADVISORY LLC,869237,550 W VAN BUREN ST STE 1700,,CHICAGO,IL,60607
1569952,"ACC SECURITIES, LLC",869239,14180 DALLAS PKWY,STE 350,DALLAS,TX,75254
1570870,"DV FINANCIAL SERVICES, LLC",869241,22 E JACKSON ST,,PHOENIX,AZ,85004
1571014,GLOBAL ALLIANCE SECURITIES LLC,869244,2464 DARTS COVE WAY,,MT PLEASANT,SC,29466
1571288,"ABG, LLC",869247,725 5TH AVE,FL 23,NEW YORK,NY,10022
1572447,"COINZOOM SECURITIES, LLC",869255,4640 HOLLIDAY VILLAGE PLZ,STE 206,SALT LAKE CTY,UT,84117
1573778,"I-BANKERS DIRECT, LLC",869264,2500 N MILITARY TRL,STE 160,BOCA RATON,FL,33431
1573979,LIQUIDITY FINANCE LP,869266,2 GREENWICH OFFICE PARK,STE 150,GREENWICH,CT,6831
1574453,FLYING CLOUD SECURITIES LLC,869270,201 CALIFORNIA ST,STE 350,SAN FRANCISCO,CA,94111
1574931,SOVEREIGN GLOBAL ADVISORS LLC,869274,1 VILLAGE PLZ,STE 201,KINGS PARK,NY,11754
1576123,"THREE BROTHERS TRADING, LLC",869279,90 AVENUE B,SUITE C 209,BAYONNE,NJ,7002
1577928,"BCI SECURITIES, INC.",869287,1450 BRICKELL AVE,STE 2850,MIAMI,FL,33131
1578385,"ANTARCTICA ADVISORS, LLC",869288,175 SW 7TH ST,STE 1711,MIAMI,FL,33130
1578388,STEWARD SECURITIES GROUP LLC,869291,17615 PRIMROSE MEADOW LN,STE 730,HOUSTON,TX,77095
1578389,"AEG CAPITAL, LLC",869292,200 W MADISON ST STE 2410,,CHICAGO,IL,60606
1578760,CORNERSTONE MACRO LLC,869293,1330 6TH AVE,FL 5,NEW YORK,NY,10019
1578860,"ACORNS SECURITIES, LLC",869294,5300 CALIFORNIA AVE,,IRVINE,CA,92617
1579095,"COMMUNITYAMERICA FINANCIAL SOLUTIONS, LLC",869295,9777 RIDGE DR STE 360,,LENEXA,KS,66219
