,0,1,2
1156,AKUNA CAPITAL,Junior Network Engineer,"['python', 'python', 'network', 'engineering', 'computer science', 'trading', 'api', 'ux', 'ui']"
1157,AKUNA CAPITAL,Floor Trader- SPX,"['mathematics', 'finance', 'trading', 'economics', 'api', 'ui']"
1158,AKUNA CAPITAL,Data Center Engineer (East Coast),"['network', 'computer science', 'trading', 'api', 'ux', 'ui']"
1159,AKUNA CAPITAL,Junior DataOps Engineer,"['engineering', 'computer science', 'trading', 'phd', 'api', 'ui']"
1160,AKUNA CAPITAL,Windows Engineer,"['network', 'computer science', 'trading', 'database', 'api', 'ui']"
1161,AKUNA CAPITAL,IT Support Specialist,"['trading', 'api', 'ux', 'ui']"
1162,AKUNA CAPITAL,Junior Quantitative Developer,"['python', 'c++', 'python', 'programming', 'engineering', 'computer science', 'machine learning', 'trading', 'physics', 'phd', 'statistics', 'api', 'ui']"
1163,AKUNA CAPITAL,DataOps Engineer,"['python', 'c++', 'python', 'java', 'programming', 'engineering', 'computer science', 'trading', 'phd', 'api', 'ui']"
1164,AKUNA CAPITAL,Accounts Payable Specialist,"['finance', 'trading', 'api', 'ui']"
1165,SOL SYSTEMS,Development Associate,"['finance', 'ui']"
1166,SOL SYSTEMS,newSREC Operations Analyst,"['python', 'python', 'sql', 'quantitative analysis', 'finance', 'trading', 'ui']"
1167,SOL SYSTEMS,"Associate, Transaction Management","['communications', 'finance', 'api', 'ui']"
1168,SOL SYSTEMS,Business Development Analyst,"['engineering', 'finance', 'ui']"
1169,SOL SYSTEMS,Senior Associate of Development Acquisitions,"['network', 'finance', 'ui']"
1170,SOL SYSTEMS,"Director, Marketing and Communications","['communications', 'finance', 'ui']"
1171,SOL SYSTEMS,"Markets Analyst, Environmental Commodity Management","['quantitative analysis', 'mathematics', 'programming', 'communications', 'engineering', 'finance', 'trading', 'database', 'economics', 'ui']"
1172,SOL SYSTEMS,"Lead Engineer, Software Development","['sql', 'javascript', 'java', 'computer science', 'amazon web services', 'finance', 'trading', 'api', 'ui']"
1173,SOL SYSTEMS,Utility-Scale PV Development Engineer,"['engineering', 'finance', 'ui']"
1174,BOSTON ENERGY TRADING AND MARKETING,FTR Trader,"['python', 'python', 'sql', 'mathematics', 'programming', 'electrical engineering', 'engineering', 'trading', 'physics', 'phd', 'masters', 'economics', 'api', 'ui']"
1175,BOSTON ENERGY TRADING AND MARKETING,Energy Analyst,"['python', 'python', 'sql', 'mathematics', 'programming', 'electrical engineering', 'engineering', 'trading', 'physics', 'phd', 'masters', 'economics', 'ui']"
1176,BOSTON ENERGY TRADING AND MARKETING,newRisk Analyst,"['python', 'python', 'sql', 'programming', 'data analytics', 'finance', 'trading', 'database', 'statistics', 'economics', 'ui']"
1177,BOSTON ENERGY TRADING AND MARKETING,Senior Infrastructure Engineer,"['network', 'engineering', 'trading', 'ui']"
1178,BOSTON ENERGY TRADING AND MARKETING,Asset Manager,"['finance', 'trading', 'ui']"
1179,BOSTON ENERGY TRADING AND MARKETING,"Portfolio Manager, Structured Transactions","['programming', 'engineering', 'computer science', 'finance', 'trading', 'masters', 'api', 'ui']"
1180,BOSTON ENERGY TRADING AND MARKETING,Database Architect,"['python', 'python', 'sql', 'engineering', 'computer science', 'trading', 'database', 'api', 'ui']"
1181,BOSTON ENERGY TRADING AND MARKETING,"Senior Power Trader/Managing Director, Energy","['python', 'python', 'sql', 'trading', 'economics', 'ui']"
1182,BOSTON ENERGY TRADING AND MARKETING,"Quantitative Analyst, Developer","['python', 'c++', 'python', 'sql', 'programming', 'engineering', 'computer science', 'microsoft azure', 'finance', 'trading', 'database', 'ux', 'ui']"
1183,PEAK6 DIGITAL ASSETS,Operations Specialist (Digital Assets),"['finance', 'trading', 'api', 'ui']"
1184,PEAK6 DIGITAL ASSETS,Proprietary Crypto Trader (Digital Assets),"['python', 'python', 'trading', 'api', 'ui']"
1185,PEAK6 DIGITAL ASSETS,Quantitative Crypto Trader (Digital Assets),"['python', 'c++', 'python', 'trading', 'api', 'ui']"
1186,PEAK6 DIGITAL ASSETS,Staff Software Engineer (Digital Assets),"['python', 'c++', 'python', 'sql', 'engineering', 'computer science', 'trading', 'masters', 'api', 'ux', 'ui']"
1187,PEAK6 DIGITAL ASSETS,Quantitative Trading Engineer (Digital Assets),"['python', 'c++', 'python', 'engineering', 'computer science', 'finance', 'trading', 'masters', 'api', 'ui']"
1188,PEAK6 DIGITAL ASSETS,Senior Software Engineer (Digital Assets),"['python', 'c++', 'python', 'sql', 'engineering', 'computer science', 'trading', 'masters', 'api', 'ux', 'ui']"
1189,CAPITAL MANAGEMENT,Retail Sales Associates,['api']
1190,CAPITAL MANAGEMENT,Management Analyst (Human Capital),"['api', 'ui']"
1191,CAPITAL MANAGEMENT,newAdministrative Operations Clerk,"['api', 'ui']"
1192,CAPITAL MANAGEMENT,Wage and Hour Specialist,"['communications', 'economics', 'api', 'ui']"
1193,CAPITAL MANAGEMENT,Cashier Attendant,"['api', 'ui']"
1194,CAPITAL MANAGEMENT,MOTOR VEHICLE OPERATOR,"['api', 'ui']"
1195,CAPITAL MANAGEMENT,newCustodial Worker,"['api', 'ui']"
1196,CAPITAL MANAGEMENT,newLaborer (Recycler),"['api', 'ui']"
1197,CAPITAL MANAGEMENT,newAssistant Administrator for Human Resource Management,"['api', 'ui']"
1198,CAPITAL MANAGEMENT,newReceptionist,"['network', 'engineering', 'api', 'ui']"
1199,CAPITAL MANAGEMENT,HR Assistant - CG2,"['api', 'ui']"
1200,CAPITAL MANAGEMENT,newMaintenance Worker,['ui']
1201,CAPITAL MANAGEMENT,2022 Summer Associate Program,"['finance', 'economics', 'api', 'ui']"
1202,CAPITAL MANAGEMENT,Facility Access Entry Screener,"['finance', 'api', 'ui']"
1203,CAPITAL MANAGEMENT,Valet Attendant,"['api', 'ui']"
1204,NEW YORK STATE TEACHERS RETIREMENT SYSTEM,Teachers' Retirement Examiner 1,[]
1205,NEW YORK STATE TEACHERS RETIREMENT SYSTEM,newOffice Assistant 3,['ui']
1206,NEW YORK STATE TEACHERS RETIREMENT SYSTEM,newTRS Investment Officer 2 - Public Equities,"['programming', 'network', 'computer science', 'finance', 'cfa', 'portfolio management', 'trading', 'statistics', 'economics', 'ui']"
1207,NEW YORK STATE TEACHERS RETIREMENT SYSTEM,newTRS Investment Officer 2- Public Equities,"['programming', 'network', 'computer science', 'finance', 'cfa', 'portfolio management', 'trading', 'statistics', 'economics', 'ui']"
1208,XAXIS,Head of Engineering,"['python', 'python', 'javascript', 'java', 'programming', 'network', 'engineering', 'machine learning', 'ui']"
1209,XAXIS,Computer Software Engineer,"['c#', 'ui']"
1210,XAXIS,DevOps Engineer,"['python', 'python', 'network', 'ux', 'ui']"
1211,XAXIS,Analyst - Analytics,"['sql', 'network', 'computer science', 'trading', 'economics', 'ui']"
1212,XAXIS,Senior Associate - Programmatic Trading,"['network', 'communications', 'artificial intelligence', 'trading', 'ui']"
1213,XAXIS,Senior Data Scientist,"['python', 'python', 'mathematics', 'programming', 'network', 'engineering', 'computer science', 'machine learning', 'artificial intelligence', 'physics', 'phd', 'masters', 'statistics', 'economics', 'ui']"
1214,XAXIS,Associate - Account Services,"['network', 'artificial intelligence', 'ui']"
1215,XAXIS,Senior Systems Analyst,"['c#', 'sql', 'javascript', 'java', 'database', 'ui', 'html']"
1216,XAXIS,Programmer Analyst,"['sql', 'ui']"
1217,XAXIS,Managing Director - Product & Innovation,"['network', 'artificial intelligence', 'trading', 'ui']"
1218,XAXIS,"QA Engineer, Automation","['python', 'python', 'javascript', 'java', 'programming', 'network', 'engineering', 'computer science', 'api', 'ux', 'ui']"
1219,XAXIS,Manager Account Services,"['network', 'communications', 'trading', 'api', 'ui']"
1220,XAXIS,Database Administrator,"['sql', 'engineering', 'computer science', 'database', 'ui']"
1221,XAXIS,Product Specialist,"['network', 'computer science', 'machine learning', 'artificial intelligence', 'trading', 'economics', 'ui']"
1222,XAXIS,Senior Associate Account Services,"['network', 'communications', 'trading', 'ui']"
1223,LIFE POLICY TRADERS,Information Security Associate,['ui']
1224,LIFE POLICY TRADERS,Law Enforcement Production Associate,"['api', 'ui']"
1225,LIFE POLICY TRADERS,Compliance Testing Associate - Arabic Fluent,"['api', 'ui']"
1226,LIFE POLICY TRADERS,Financial Assistant,"['finance', 'api', 'ui']"
1227,LIFE POLICY TRADERS,Third Party Risk Analyst - Kraken Bank,['ui']
1228,LIFE POLICY TRADERS,"newCompliance Officer, Europe","['trading', 'ui']"
1229,LIFE POLICY TRADERS,HR Operations Associate (APAC),['ui']
1230,LIFE POLICY TRADERS,"Energy Trader, ERCOT","['python', 'python', 'trading', 'masters', 'api', 'ui']"
1231,LIFE POLICY TRADERS,"Money Laundering Reporting Officer, Ireland","['trading', 'ui']"
1232,LIFE POLICY TRADERS,Overnight Trader - Global Equity,"['python', 'python', 'sql', 'communications', 'finance', 'cfa', 'trading', 'api', 'ui']"
1233,LIFE POLICY TRADERS,newAssociate Trader,"['trading', 'ui']"
1234,LIFE POLICY TRADERS,Senior Deposit Operations Specialist - Kraken Bank,['ui']
1235,LIFE POLICY TRADERS,Equity Trader,"['finance', 'cfa', 'trading', 'economics', 'ui']"
1236,LIFE POLICY TRADERS,Threat Intelligence Analyst (UK/EU),['ui']
1237,LIFE POLICY TRADERS,Operations Associate - Crypto - West Coast USA - Remote,"['python', 'python', 'sql', 'engineering', 'trading', 'api', 'ui']"
1238,NRG,EXPANDING OFFICE! Entry Level Marketing Representatives Need...,"['communications', 'ui']"
1239,NRG,Regional Sales Director / Solar,"['communications', 'api', 'ui']"
1240,NRG,newShipping Clerk- Overnight,[]
1241,NRG,newMachine Operator,"['engineering', 'ui']"
1242,NRG,Account Manager,"['finance', 'ui']"
1243,NRG,On Air Talent,['ui']
1244,NRG,"Morning Show Co-Host - Today's Best Country, Y106.5","['programming', 'api', 'ui']"
1245,NRG,FORENSIC ACCOUNTANT - STAFF LEVEL POSITION,"['finance', 'ui']"
1246,NRG,X-Ray Technician,['ui']
1247,NRG,newProgramming & On-Air Positions - General,"['programming', 'api', 'ui']"
1248,NRG,Financial/Accounting Professional,"['finance', 'ui']"
1249,NRG,NAPAWF - Communications Director,"['communications', 'api', 'ui']"
1250,NRG,Renewable Energy Consultant,['ui']
1251,NRG,Communications Director,"['communications', 'database', 'ui']"
1252,NRG,Digital Sales Strategist (Remote),['ui']
1253,MASSMUTUAL,Experienced Financial Advisor/Financial Planner (REMOTE),"['network', 'api', 'ui']"
1254,MASSMUTUAL,newInsurance Agent MassMutual,"['network', 'ui']"
1255,MASSMUTUAL,"newCase Management Specialist, 100% REMOTE",['finance']
1256,MASSMUTUAL,Financial Recruiting Sourcer,"['network', 'database', 'ui']"
1257,MASSMUTUAL,Investment Product Specialist,"['series 7', 'api', 'ui']"
1258,MASSMUTUAL,Medical Consultant,[]
1259,MASSMUTUAL,"newDigital Customer Care Consultant, 100% REMOTE",['ui']
1260,MASSMUTUAL,newCustomer Care Director - 100% REMOTE US,['ui']
1261,MASSMUTUAL,newFinancial Professional MassMutual,"['network', 'ui']"
1262,MASSMUTUAL,newCustomer Service Associate (HYBRID and NO WEEKENDS),['ui']
1263,MASSMUTUAL,"Annuity Sales & Support Consultant, 100% REMOTE","['masters', 'ui']"
1264,MASSMUTUAL,Executive Assistant - Government Relations,"['network', 'communications', 'ui']"
1265,MASSMUTUAL,"Relationship Manager, MMSD Client Services - Remote US",['ui']
1266,MASSMUTUAL,"Head of Operations, MassMutual Ventures Holdings","['communications', 'finance', 'api', 'ui']"
1267,MASSMUTUAL,"newLead Principle Coach, 100% Remote",['ui']
1268,HUDSON RIVER TRADING,People Partner (HRBP),"['mathematics', 'engineering', 'computer science', 'trading', 'physics', 'ui']"
1269,HUDSON RIVER TRADING,Junior Events Coordinator,"['mathematics', 'communications', 'engineering', 'computer science', 'trading', 'physics', 'ui']"
1270,HUDSON RIVER TRADING,Office Coordinator,"['mathematics', 'engineering', 'computer science', 'trading', 'physics', 'ui']"
1271,HUDSON RIVER TRADING,Events Specialist,"['mathematics', 'communications', 'engineering', 'computer science', 'trading', 'physics', 'ui']"
1272,HUDSON RIVER TRADING,Trading Operations Specialist,"['python', 'python', 'mathematics', 'programming', 'engineering', 'computer science', 'finance', 'trading', 'physics', 'ui']"
1273,HUDSON RIVER TRADING,Trading and Developer Support Engineer - macOS,"['python', 'python', 'mathematics', 'network', 'engineering', 'computer science', 'trading', 'physics', 'ui', 'operating systems']"
1274,HUDSON RIVER TRADING,Head of PostTrade,"['mathematics', 'engineering', 'computer science', 'trading', 'physics', 'ui']"
1275,HUDSON RIVER TRADING,Learning and Development Coordinator,"['mathematics', 'engineering', 'computer science', 'trading', 'physics', 'ui']"
1276,HUDSON RIVER TRADING,Middle Office Analyst - Crypto,"['python', 'python', 'sql', 'mathematics', 'engineering', 'computer science', 'finance', 'trading', 'database', 'physics', 'ux', 'ui', 'operating systems']"
1277,HUDSON RIVER TRADING,Inventory Specialist,"['mathematics', 'programming', 'network', 'engineering', 'computer science', 'trading', 'physics', 'ui', 'operating systems']"
1278,HUDSON RIVER TRADING,Crypto-VC Principal,"['mathematics', 'network', 'engineering', 'computer science', 'finance', 'trading', 'physics', 'api', 'ui']"
1279,HUDSON RIVER TRADING,Junior Electronic Trading Support Engineer,"['python', 'python', 'mathematics', 'engineering', 'computer science', 'trading', 'series 7', 'physics', 'ui']"
1280,HUDSON RIVER TRADING,Equity Capital Markets Analyst,"['mathematics', 'network', 'engineering', 'computer science', 'trading', 'physics', 'api', 'ui']"
1281,HUDSON RIVER TRADING,Database SRE,"['python', 'python', 'sql', 'mathematics', 'programming', 'network', 'engineering', 'computer science', 'data analytics', 'trading', 'database', 'physics', 'api', 'ux', 'ui', 'operating systems']"
1282,HUDSON RIVER TRADING,Full Stack Developer - People Operations,"['python', 'python', 'mathematics', 'engineering', 'computer science', 'trading', 'database', 'physics', 'ui']"
1283,NATIXIS NEW YORK BRANCH,"Responsable, Finances de l’infrastructure (VP)","['communications', 'finance', 'api', 'ux', 'ui']"
1284,NATIXIS NEW YORK BRANCH,Global Trade Originator,"['finance', 'series 7', 'economics', 'ui']"
1285,NATIXIS NEW YORK BRANCH,ASF Origination Associate,"['finance', 'api', 'ui']"
1286,NATIXIS NEW YORK BRANCH,Loan Syndicator – Infrastructure & Energy Transition,"['network', 'finance', 'portfolio management', 'series 7', 'api', 'ui']"
1287,NATIXIS NEW YORK BRANCH,Delta One Trader,"['python', 'python', 'trading', 'series 7', 'ui']"
1288,NATIXIS NEW YORK BRANCH,Spécialiste de la gestion actif-passif,"['finance', 'api', 'ux', 'ui']"
1289,NATIXIS NEW YORK BRANCH,Banquier principal ABS/Initiateur,"['network', 'finance', 'series 7', 'api', 'ui']"
1290,NATIXIS NEW YORK BRANCH,"Credit Sales, Analyst","['trading', 'series 7', 'ui']"
1291,NATIXIS NEW YORK BRANCH,"Originator, Infrastructure Finance","['series 7', 'api', 'ui']"
1292,NATIXIS NEW YORK BRANCH,Aviation Originator/Senior Banker,"['finance', 'series 7', 'api', 'ui']"
1293,NATIXIS NEW YORK BRANCH,Asset Liability Management Specialist,"['mathematics', 'finance', 'statistics', 'economics', 'ui']"
1294,GTS,"Warehouse and Box Shop Agent $2,500 Hiring Award",['ui']
1295,GTS,newOperations Agent/Specialist,"['mathematics', 'communications', 'ui']"
1296,GTS,Applications Support Analyst,"['network', 'communications', 'ui']"
1297,GTS,"newSolutions Engineer - Remote, U.S.A","['communications', 'engineering', 'computer science', 'ui']"
1298,GTS,Junior C++ Developer - Multiple Openings,"['python', 'c++', 'python', 'programming', 'network', 'engineering', 'computer science', 'trading', 'database', 'low-latency', 'ux']"
1299,GTS,"Full Cycle Recruiter - Remote, USA","['network', 'communications', 'ui']"
1300,GTS,"newSenior Analyst, UKG Workforce - Remote,, U.S.A","['sql', 'programming', 'database', 'ui']"
1301,GTS,Accounting Specialist,['ui']
1302,GTS,"CDL A OTR $2500 per week for solo, $5000+ for teams","['api', 'ui']"
1303,GTS,"newRemote Field Engineer III - Remote, U.S.A","['network', 'communications', 'ux', 'ui']"
1304,GTS,Truck Driver Class A CDL OTR $2500 per week,"['api', 'ui']"
1305,GTS,Trucking Reefer Dispatcher with experience,['ui']
1306,GTS,"Plant Manager - Jefferson, TX - USA","['communications', 'engineering', 'api', 'ui']"
1307,GTS,newPython Developer - ETF Team,"['python', 'c++', 'python', 'sql', 'java', 'engineering', 'computer science', 'trading', 'database', 'ux', 'ui']"
1308,GTS,Sr. Food Scientist,"['communications', 'ui']"
1309,SMB CAPITAL,Remote Trader,"['trading', 'api', 'ui']"
1310,SMB CAPITAL,"Experienced Equities Trader - Miami, FL","['trading', 'api', 'ui']"
1311,SMB CAPITAL,NYC - New/Developing US Equity Trader,"['trading', 'api', 'ui']"
1312,SMB CAPITAL,Experienced Quant Trader 1,"['trading', 'api', 'ui']"
1313,KOCH MINERALS & TRADING,Data Engineer,"['python', 'c#', 'python', 'sql', 'java', 'mathematics', 'programming', 'engineering', 'computer science', 'trading', 'database', 'economics', 'ui']"
1314,KOCH MINERALS & TRADING,Senior Accountant,"['finance', 'trading', 'economics', 'ui']"
1315,KOCH MINERALS & TRADING,newSoftware Engineer,"['python', 'python', 'sql', 'programming', 'engineering', 'computer engineering', 'computer science', 'trading', 'api', 'ui']"
1316,KOCH MINERALS & TRADING,Operations Supervisor,"['engineering', 'ui']"
1317,KOCH MINERALS & TRADING,Program Manager,"['engineering', 'computer science', 'trading', 'ui']"
1318,KOCH MINERALS & TRADING,Natural Resource Specialist 3 (PCN N18007),"['database', 'masters', 'economics', 'ux', 'ui', 'html']"
1319,KOCH MINERALS & TRADING,Data Scientist,"['python', 'python', 'sql', 'programming', 'engineering', 'machine learning', 'trading', 'statistics', 'ui']"
1320,KOCH MINERALS & TRADING,Transfer Pricing Manager - Planning,"['finance', 'trading', 'economics', 'ui']"
1321,KOCH MINERALS & TRADING,Market Risk Analyst,"['python', 'python', 'sql', 'mathematics', 'programming', 'engineering', 'computer science', 'finance', 'trading', 'economics', 'ui']"
1322,KOCH MINERALS & TRADING,Trading Operations Analyst,"['sql', 'engineering', 'finance', 'trading', 'economics', 'ui']"
1323,KOCH MINERALS & TRADING,Accountant,"['communications', 'finance', 'trading', 'economics', 'ui']"
1324,KOCH MINERALS & TRADING,Commodity Trade Support Analyst,"['finance', 'trading', 'economics', 'api', 'ui']"
1325,KOCH MINERALS & TRADING,newFinancial Accountant,"['sql', 'finance', 'trading', 'economics', 'ui']"
1326,ARROWSTREET CAPITAL,Marketing and Communications Associate,"['communications', 'database', 'api', 'ui']"
1327,ARROWSTREET CAPITAL,Quantitative Researcher,"['python', 'python', 'mathematics', 'finance', 'trading', 'statistics', 'economics', 'ui']"
1328,ARROWSTREET CAPITAL,"Investment Services Group, Settlements Associate","['python', 'python', 'sql', 'programming', 'communications', 'finance', 'portfolio management', 'trading', 'ui']"
1329,ARROWSTREET CAPITAL,newCommunications Manager,"['communications', 'api', 'ui']"
1330,ARROWSTREET CAPITAL,Sr. Quant Developer,"['python', 'python', 'sql', 'programming', 'engineering', 'computer science', 'data analytics', 'trading', 'statistics', 'api', 'ux', 'ui']"
1331,ARROWSTREET CAPITAL,Revenues and Financial Planning & Analysis Associate,"['communications', 'finance', 'statistics', 'api', 'ui']"
1332,ARROWSTREET CAPITAL,IT: Tick Data Developer,"['python', 'python', 'sql', 'programming', 'engineering', 'computer science', 'machine learning', 'portfolio management', 'trading', 'api', 'ui']"
1333,ARROWSTREET CAPITAL,IT: Site Reliability Engineer,"['sql', 'trading', 'database', 'api', 'ui', 'operating systems']"
1334,ARROWSTREET CAPITAL,Quantitative Developer,"['python', 'python', 'sql', 'mathematics', 'programming', 'engineering', 'computer science', 'finance', 'trading', 'statistics', 'api', 'ux', 'ui']"
1335,ARROWSTREET CAPITAL,IT: Platform Engineering Development Manager,"['engineering', 'computer engineering', 'computer science', 'cloud computing', 'api', 'ui']"
1336,ARROWSTREET CAPITAL,IT: Data Engineer - Research Systems,"['python', 'python', 'engineering', 'computer engineering', 'computer science', 'trading', 'database', 'api', 'ui']"
1337,ARROWSTREET CAPITAL,Portfolio Management Associate: Portfolio Construction,"['python', 'c#', 'python', 'sql', 'programming', 'finance', 'bloomberg terminal', 'cfa', 'portfolio management', 'database', 'ui']"
1338,ARROWSTREET CAPITAL,IT: Audit Analyst,"['api', 'ui']"
1339,ARROWSTREET CAPITAL,Investment Services Associate: Middle Office Accounting & Op...,"['python', 'python', 'sql', 'finance', 'portfolio management', 'trading', 'ui']"
1340,ARROWSTREET CAPITAL,Business Development Manager,"['finance', 'cfa', 'trading', 'database', 'ui']"
1341,CMT DIGITAL,"Strategic Success Director - Senior Director, CMT","['network', 'ui']"
1342,CMT DIGITAL,CMT Refunds Associate,"['network', 'ui']"
1343,CMT DIGITAL,"Head of Applied AI, Healthcare Life Science (HLS) & Communic...","['network', 'engineering', 'data analytics', 'artificial intelligence', 'economics', 'ui']"
1344,CMT DIGITAL,VP of People,"['programming', 'network', 'communications', 'finance', 'trading', 'api', 'ui']"
1345,CMT DIGITAL,newEditor,"['api', 'ui']"
1346,CMT DIGITAL,"newSolution Architect, Commerce Cloud - All Industries","['javascript', 'java', 'network', 'communications', 'engineering', 'api', 'ui', 'html']"
1347,CMT DIGITAL,"Coordinator, Communications","['programming', 'network', 'communications', 'ui']"
1348,CMT DIGITAL,"Manager, Social Digital Strategy Production","['programming', 'network', 'communications', 'ui']"
1349,CMT DIGITAL,Content Chat Administrator - CMT Consulting,"['communications', 'engineering', 'database', 'ui', 'html']"
1350,CMT DIGITAL,newProject Manager(PPT) – CMT,"['engineering', 'ui']"
1351,CMT DIGITAL,Global Safety and Security Advisor,"['network', 'database', 'masters', 'ui']"
1352,CMT DIGITAL,Recruiting Sourcer & Researcher,"['network', 'engineering', 'finance', 'trading', 'api', 'ui']"
1353,CMT DIGITAL,Institutional Coverage Associate,"['network', 'finance', 'trading', 'api', 'ui']"
1354,CMT DIGITAL,Growth,"['network', 'finance', 'trading', 'api', 'ui']"
1355,CMT DIGITAL,Senior Product Manager,"['network', 'engineering', 'computer science', 'finance', 'trading', 'api', 'ui']"
1356,BOSTON ENERGY TRADING AND MARKETING LLC,"Business Development Representative (Boulder, Boston and Chi...","['communications', 'trading', 'ui']"
1357,BOSTON ENERGY TRADING AND MARKETING LLC,"Technical Sales Engineer (Boulder, Boston and Chicago)","['python', 'python', 'sql', 'communications', 'computer science', 'machine learning', 'trading', 'ui']"
1358,BOSTON ENERGY TRADING AND MARKETING LLC,Markets Analyst - Tier I/II,"['python', 'python', 'sql', 'finance', 'trading', 'database', 'economics', 'api', 'ui']"
1359,BOSTON ENERGY TRADING AND MARKETING LLC,newRisk Analyst,"['python', 'python', 'sql', 'programming', 'data analytics', 'finance', 'trading', 'database', 'statistics', 'economics', 'ui']"
1360,BOSTON ENERGY TRADING AND MARKETING LLC,Asset Manager,"['finance', 'trading', 'ui']"
1361,BOSTON ENERGY TRADING AND MARKETING LLC,"Senior Power Trader/Managing Director, Energy","['python', 'python', 'sql', 'trading', 'economics', 'ui']"
1362,BOSTON ENERGY TRADING AND MARKETING LLC,"Portfolio Manager, Structured Transactions","['programming', 'engineering', 'computer science', 'finance', 'trading', 'masters', 'api', 'ui']"
1363,BOSTON ENERGY TRADING AND MARKETING LLC,"Quantitative Analyst, Valuations","['python', 'c++', 'python', 'sql', 'programming', 'engineering', 'computer science', 'data analytics', 'microsoft azure', 'finance', 'trading', 'database', 'ux', 'ui']"
1364,S&P GLOBAL,Executive Assistant - Work From Home,"['database', 'ui']"
1365,S&P GLOBAL,newCounter Staff - City Center,['ui']
1366,S&P GLOBAL,Baristas - Tatte City Center,['ui']
1367,S&P GLOBAL,Host/Server,['ui']
1368,S&P GLOBAL,newTranscriptionists,['network']
1369,S&P GLOBAL,newCustoms & Border Protection Support Jobs Recruitment Webinar...,"['network', 'communications', 'engineering', 'ui']"
1370,S&P GLOBAL,newChat/Text Specialist,"['network', 'ui']"
1371,S&P GLOBAL,Logistics Specialist (S),"['database', 'ui']"
1372,S&P GLOBAL,Real Estate Agent - We will pay for your Pre-LICENSING CLASS...,['ui']
1373,S&P GLOBAL,newForeign Affairs Officer,"['statistics', 'economics', 'ui']"
1374,S&P GLOBAL,Custodian,['ui']
1375,S&P GLOBAL,Customer Service Representative,['ui']
1376,S&P GLOBAL,Game Guide,['ui']
1377,S&P GLOBAL,newPersonal Assistant/Household(s) Manager,['ui']
1378,S&P GLOBAL,newINFORMATION TECHNOLOGY SPECIALIST (INFOSEC),[]
1379,MIZUHO AMERICAS,newAdministrative Assistant - Americas Credit Risk,"['network', 'ui']"
1380,MIZUHO AMERICAS,"newCompliance, Surveillance Associate","['network', 'series 7', 'ui']"
1381,MIZUHO AMERICAS,newAML Surveillance Analyst,"['network', 'data analytics', 'database', 'ui']"
1382,MIZUHO AMERICAS,newSenior Java Developer,"['java', 'network', 'ui']"
1383,MIZUHO AMERICAS,newBusiness Intelligence Reporting Engineer,"['network', 'ui']"
1384,MIZUHO AMERICAS,Vice President - Fixed Income Strategic Initiatives,"['network', 'finance', 'trading', 'ui']"
1385,MIZUHO AMERICAS,Credit Review - AVP,"['network', 'cfa', 'api', 'ui']"
1386,MIZUHO AMERICAS,Vice President - Learning & Development,"['programming', 'network', 'statistics', 'ui']"
1387,MIZUHO AMERICAS,newClient Onboarding – Investment Advisors/Funds Group – Associ...,"['network', 'ui']"
1388,MIZUHO AMERICAS,"newBusiness Analysis, Murex SME","['python', 'python', 'sql', 'network', 'ui']"
1389,MIZUHO AMERICAS,"newAssociate, IT Security","['python', 'python', 'network', 'engineering', 'computer science', 'ux', 'ui']"
1390,MIZUHO AMERICAS,Compensation Analyst,"['network', 'ui']"
1391,MIZUHO AMERICAS,Global Transaction Banking Analyst,"['network', 'finance', 'statistics', 'ui']"
1392,MIZUHO AMERICAS,Senior Recruiter - Markets,"['network', 'ui']"
1393,MIZUHO AMERICAS,Sr. Engineering Technician - RBL Banking,"['network', 'ui']"
1394,VALKYRIE TRADING,Junior Quantitative Trader,"['python', 'python', 'mathematics', 'programming', 'engineering', 'computer science', 'trading', 'physics', 'statistics', 'ui']"
1395,VALKYRIE TRADING,Junior Derivatives Trader,"['quantitative analysis', 'mathematics', 'programming', 'engineering', 'computer science', 'trading', 'physics', 'ui']"
1396,VALKYRIE TRADING,Junior Software Engineer,"['c++', 'c#', 'mathematics', 'programming', 'network', 'finance', 'trading', 'database', 'ux', 'ui']"
1397,VALKYRIE TRADING,Wholesale Trader,"['network', 'trading', 'ui']"
1398,VALKYRIE TRADING,Digital Assets Trader,"['trading', 'ui']"
1399,VALKYRIE TRADING,Junior Derivatives Trader (European Hours),"['quantitative analysis', 'trading', 'ui']"
1400,VALKYRIE TRADING,Derivatives Trader (European Hours),"['quantitative analysis', 'engineering', 'trading', 'ui']"
1401,VALKYRIE TRADING,Junior Trade Support Engineer,"['programming', 'network', 'engineering', 'trading', 'ui', 'operating systems']"
1402,VALKYRIE TRADING,Office Administrative Assistant,"['engineering', 'trading', 'ui']"
1403,VALKYRIE TRADING,Software Engineer,"['c++', 'c#', 'mathematics', 'programming', 'network', 'engineering', 'finance', 'trading', 'database', 'ux', 'ui']"
1404,VALKYRIE TRADING,Derivatives Trader,"['quantitative analysis', 'engineering', 'trading', 'ui']"
1405,VALKYRIE TRADING,Technical Recruiter,"['network', 'engineering', 'trading', 'ui']"
1406,VALKYRIE TRADING,Senior Quantitative Researcher,"['python', 'python', 'mathematics', 'finance', 'trading', 'database', 'ui']"
1407,VALKYRIE TRADING,Technology Risk Manager,"['engineering', 'trading', 'ui']"
1408,VALKYRIE TRADING,Precious Metals Derivatives Trader,"['quantitative analysis', 'trading', 'ui']"
